Universal,Model,Model_ID,Code,Description,Work_Type,Labor_Hours,FRT
YES,Model Y,17,10010008,Tesla Body Repair - Miscellaneous Labor,Body Shop,0.0,0.0
YES,Model Y,17,10010011,Tesla Body Repair - Structural,Body Shop,0.0,0.0
YES,Model Y,17,10010012,Tesla Body Structural - Sheet Metal Quotation,Test/Adjust,0.6,0.6
YES,Model Y,17,10010014,Tesla Body Structural - Sheet Metal Repair,Restore,1.0,1.0
YES,Model Y,17,10010015,Tesla Body Structural - Reassemble Parts,Test/Adjust,1.0,1.0
YES,Model Y,17,10100008,Tesla Body Repair - Mechanical Labor,Body Shop,0.0,0.0
YES,Model Y,17,10108608,Tesla Body Repair - Body Labor,Body Shop,0.0,0.0
YES,Model Y,17,10108808,Tesla Body Repair - Sublet,Body Shop,0.0,0.0
YES,Model Y,17,10109008,Structural Body Repair,Repair,0.0,0.0
YES,Model Y,17,10109108,Non-Structural Body Repair,Restore,0.0,0.0
YES,Model Y,17,10182019,Customer Generated Quote - Issue (Transaction) Resolved - Bound,General diagnosis conclusion,0.0,0.0
YES,Model Y,17,1027521,Assistance with Refund of Reservation,Test/Adjust,0.0,0.0
YES,Model Y,17,11700004,Adjustment: Seal,Test/Adjust,0.2,0.2
YES,Model Y,17,12000004,Adjustment: Exterior Trim,Test/Adjust,0.2,0.2
YES,Model Y,17,12208583,Mud Flaps (PDI Retrofit),Retrofit,0.0,0.0
YES,Model Y,17,12302302,Ball Neck - Trailer Hitch (Remove and Replace),Remove and Replace,0.12,0.12
YES,Model Y,17,13000004,Diagnosis: Seats,Test/Adjust,0.5,0.5
YES,Model Y,17,14050002,USB Drive,Remove and Replace,0.06,0.06
YES,Model Y,17,15130004,Diagnosis: Closures,General Diagnosis,0.65,0.65
YES,Model Y,17,16010201,HV Battery (AWD) (Non-Structural Pack),Remove and Install,3.6,3.6
YES,Model Y,17,16010202,HV Battery (AWD) (Non-Structural Pack),Remove and Replace,5.4,5.4
YES,Model Y,17,16015300,Discharge HV Battery (At Pack Contactors),Test/Adjust,1.02,1.02
YES,Model Y,17,16102100,HV Battery Air Leak Test (Non-Structural Pack),Test/Adjust,0.6,0.6
YES,Model Y,17,16300100,Resistance Meter (Zero Adjust),Test/Adjust,0.05,0.05
YES,Model Y,17,17000004,Diagnosis: Driver Assistance,General Diagnosis,0.5,0.5
YES,Model Y,17,17000008,Jumpstart Vehicle (Restore),Restore,0.12,0.12
YES,Model Y,17,17010000,Vehicle HV Disablement Procedure (Non-Structural Pack),Test/Adjust,0.3,0.3
YES,Model Y,17,17100008,Harness Connector - Reconnect,Restore,0.1,0.1
YES,Model Y,17,17105006,Wire - Electrical Harness (Overlay),Retrofit,0.0,0.0
YES,Model Y,17,17108100,Diagnosis: Low Voltage Distribution and Controllers,General Diagnosis,1.0,1.0
YES,Model Y,17,17400150,Headlights - Adjust - NA (Tool Method),Test/Adjust,0.18,0.18
YES,Model Y,17,18300900,Thermal System Test,Test/Adjust,0.1,0.1
YES,Model Y,17,18301000,Clean Radiator (Heat Pump),Maintenance,1.02,1.02
YES,Model Y,17,19010100825,Remove Vehicle Label (No Anti-Tamper Residue),Removal,0.06,0.06
YES,Model Y,17,19010100902,Vehicle Emission Control Label,Remove and Replace,0.06,0.06
YES,Model Y,17,19010100925,Remove Vehicle Label and Anti-Tamper Residue,Removal,0.12,0.12
YES,Model Y,17,19010101002,Battery Chemistry Label,Remove and Replace,0.06,0.06
YES,Model Y,17,19010101102,Monroney Label,Remove and Replace,0.06,0.06
YES,Model Y,17,19010202,Labels - Any (Remove & Replace),Remove and Replace,0.12,0.12
YES,Model Y,17,21051000,Update Display Avatar,Test/Adjust,0.12,0.12
YES,Model Y,17,31002300,Four Wheel Alignment Check and Adjust,Test/Adjust,0.9,0.9
YES,Model Y,17,31039000,Suspension - Rear (Check Torque),Test/Adjust,0.36,0.36
YES,Model Y,17,34010105,Tire Rotation,Maintenance,0.3,0.3
YES,Model Y,17,34011302,Lug Nuts - Vehicle Set (Remove & Replace),Remove and Replace,0.36,0.36
YES,Model Y,17,34012902,Wheels - Set (Remove and Replace),Remove and Replace,1.56,1.56
YES,Model Y,17,34014005,Seasonal Wheel and Tire Set Swap (Already Built),Seasonal Swap,0.5,0.5
YES,Model Y,17,34014101,Tire Set - Vehicle - Swap (Not Already Built),Remove and Install,1.38,1.38
YES,Model Y,17,34015032,Cap - Wheel - Set (Remove & Replace),Remove and Replace,0.05,0.05
YES,Model Y,17,34015202,Wheel - Rear - LH (Remove & Replace),Remove and Replace,0.36,0.36
YES,Model Y,17,34015222,Cover - Wheel - Rear - LH (Remove & Replace),Remove and Replace,0.06,0.06
YES,Model Y,17,34015302,Wheel - Rear - RH (Remove & Replace),Remove and Replace,0.36,0.36
YES,Model Y,17,34015322,Cover - Wheel - Rear - RH (Remove & Replace),Remove and Replace,0.06,0.06
YES,Model Y,17,34020010,Mobile Tire Service Performed,Modify,0.0,0.0
YES,Model Y,17,34020030,Mobile Tire Service Performed – Logistics,Tire Repair,0.0,0.0
YES,Model Y,17,34020305,Tires - All Four (Balance),Rebalance,0.6,0.6
YES,Model Y,17,34020900,Check and Adjust Tire Pressure,Test/Adjust,0.05,0.05
YES,Model Y,17,34021202,Tire - Rear - LH (Remove & Replace),Tire Purchase,0.35,0.35
YES,Model Y,17,34021302,Tire - Rear - RH (Remove & Replace),Tire Purchase,0.35,0.35
YES,Model Y,17,34021605,Tires - Rear - Set,Tire Purchase,0.7,0.7
YES,Model Y,17,34021805,Tires - Vehicle - Set,Tire Purchase,1.15,1.15
YES,Model Y,17,34022015,Tire - Supplemental (Rebalance),Maintenance,0.18,0.18
YES,Model Y,17,34022205,Tire - Rear - LH (Road Force) (Balance),Tire Repair,0.2,0.2
YES,Model Y,17,34022225,Tire - Rear - LH (Balance),Rebalance,0.2,0.2
YES,Model Y,17,34022305,Tire - Rear - RH (Road Force) (Balance),Tire Repair,0.2,0.2
YES,Model Y,17,34022325,Tire - Rear - RH (Balance),Rebalance,0.2,0.2
YES,Model Y,17,34023208,Tire - Rear - LH (Repair),Tire Repair,0.72,0.72
YES,Model Y,17,34023308,Tire - Rear - RH (Repair),Tire Repair,0.72,0.72
YES,Model Y,17,44000204,HVIL Diagnostics,Diagnosis Only,1.0,1.0
YES,Model Y,17,44013205,Charge Port - Manual Release of Cable,Maintenance,0.18,0.18
YES,Model Y,17,46010100004,Diagnosis: Coolant Leak,General Diagnosis,0.5,0.5
YES,Model Y,17,50010003,Firmware Update - Mobile Connector,Module Reset/Reflashed,0.1,0.1
YES,Model Y,17,50010102,Mobile Connector - UMC (Remove & Replace),Remove and Replace,0.0,0.0
YES,Model Y,17,50022002,Handle and Cable Assembly - 80A Wall Connector (Remove & Replace),Remove and Replace,0.48,0.48
YES,Model Y,17,50024002,Handle and Cable Assembly - 40A Wall Connector (Remove & Replace),Remove and Replace,0.48,0.48
YES,Model Y,17,61013108,Equip Tire Repair Kit,General diagnosis conclusion,0.0,0.0
YES,Model Y,17,7000005,Mobile Tire Dispatch Fee,Fee,0.01,0.01
YES,Model Y,17,70000105,Third Party Transport,Sublet,1.2,1.2
YES,Model Y,17,7000030,Parts Not Available - Add to future service visit. ,General diagnosis conclusion,0.0,0.0
YES,Model Y,17,70000305,Miscellaneous Labor,Fee,0.0,0.0
YES,Model Y,17,70002005,Non-Tesla (Rental),Sublet,0.0,0.0
YES,Model Y,17,70003805,Tesla Airport Service,Fee,1.2,1.2
YES,Model Y,17,7000405,Vehicle Storage,Fee,0.0,0.0
YES,Model Y,17,70004205,No Labor Performed - Unable to Perform via Mobile Service,General diagnosis conclusion,0.0,0.0
YES,Model Y,17,70004505,No Labor Performed - Part Replaced,Repair,0.0,0.0
YES,Model Y,17,70005700,Scrap Part Sale Over the Counter,Test/Adjust,0.0,0.0
YES,Model Y,17,70005805,Payment Collection Required,Fee,1.2,1.2
YES,Model Y,17,70008009,Additional Work Required - Corrosion Present,Maintenance,0.5,0.5
YES,Model Y,17,70020305,Upholstery - Sublet,Sublet,0.0,0.0
YES,Model Y,17,70020805,Glass Repair / Replacement  - Sublet,Sublet,0.0,0.0
YES,Model Y,17,70060005,Thread Repair,Maintenance,0.0,0.0
YES,Model Y,17,7007300,Other – Sublet,Sublet,0.0,0.0
YES,Model Y,17,7100001,NO LABOR PERFORMED,Repair,0.0,0.0
YES,Model Y,17,72000005,Loaner Fee,Fee,0.0,0.0
YES,Model Y,17,91000004,On Site – Education,Customer Education,0.0,0.0
YES,Model Y,17,91020105,Car Wash (Hand Wash),Detail Work,0.25,0.25
YES,Model Y,17,91020115,Car Wash (Mechanical Wash),Maintenance,0.24,0.24
YES,Model Y,17,91022005,Charge Vehicle,Restore,0.0,0.0
YES,Model Y,17,91022407,Vehicle Configuration Update,Program,0.05,0.05
YES,Model Y,17,91029006,Mobile Service Hub Repair,Retrofit,0.0,0.0
